SN,Lastname,Firstname,Gender,Height,Weight,Passport ID,Country,Job Title,Income Annual,Hobby,Car Brand,Age,Num Covid Shots
890,Wilson,Matthew,M,1.64,48.86,P2420365K,Turkey,"Dye-Range Operator, Cloth",6818,Billiards,-,29.0,0.0
891,William,Gabriel,M,1.94,59.14,87264910C,Luxembourg,Pleater,50788,Cooking,Rolls Royce,26.0,0.0
892,Duran,Lauren,F,1.54,50.58,R3840979K,Estonia,Epitaxial Reactor Technician,9509,Listening to Music,-,32.0,0.0
893,Dodson,Amanda,F,1.39,44.42,Y6247654N,Vietnam,"Guide, Travel",72796,Team Sports,-,28.0,1.0
894,Bell,Joseph,M,1.85,68.58,29898028F,Japan,"Leak Tester, Semiconductor Packages",13543,Bowling,-,25.0,0.0
895,Barnett,Sandra,F,1.59,43.13,I0930526X,Estonia,"Finisher, Fiberglass Boat Parts",73289,Tennis,-,37.0,2.0
896,Phillips,Gloria,F,1.6,40.15,B5724878M,South Korea,Dust-Mill Operator,35871,Animal Care,-,25.0,1.0
897,Conner,Eric,M,1.86,68.63,C7393241N,Cyprus,Electrical-Discharge-Machine Set-Up Operator,102429,Writing,-,25.0,1.0
898,Mayo,Ronald,M,1.94,59.94,Q1225369U,Mexico,"Supervisor, Boiler Repair",36989,Fishing,-,15.0,0.0
899,Woodard,Sarah,F,1.5,39.32,D8689853I,Slovenia,Dry-End Operator,120208,Watching TV,-,27.0,0.0
900,Houston,Brenda,F,1.69,42.2,86294330J,France,Meat Clerk,38848,Exercise,-,40.0,1.0
901,Dillon,Harold,M,1.56,48.36,83664703E,Netherlands,Brush-Head Maker,10957,Eating Out,-,25.0,1.0
902,Castaneda,Joe,M,1.94,55.0,58088950R,Bulgaria,Rug-Sample Beveler,59482,Cooking,-,19.0,1.0
903,Lamb,Katherine,F,1.44,48.4,27933774M,Denmark,Inserting-Machine Operator,61817,Going to Movies,General Motors,35.0,0.0
904,Ware,Alexander,M,1.67,50.1,D3633069H,South Korea,Front-End Mechanic,17543,Walking,-,35.0,0.0
905,Ramirez,Stephanie,F,1.76,39.32,S8484503F,Spain,Double-End-Trimmer-And-Boring-Machine Operator,95781,Crafts,-,40.0,1.0
906,Meyer,Margaret,F,1.74,45.49,Y3876069Q,Czechia,Reclamation Worker,26360,Entertaining,-,37.0,1.0
907,Sykes,Shirley,F,1.68,39.32,82337620U,Bulgaria,"Director, Television",26237,Bowling,-,22.0,2.0
908,Craig,Daniel,M,1.92,61.82,Y1128980V,Finland,Director,55769,Skiing,Jeep,24.0,2.0
909,Gilmore,Samantha,F,1.46,46.95,C5026420X,Canada,Microbiologist,77589,Relaxing,-,31.0,1.0
910,Whitehead,Dorothy,F,1.61,43.6,L1692985B,Slovenia,Warehouse Traffic Supervisor,15310,Sleeping,-,40.0,1.0
911,Randolph,Nicole,F,1.76,47.39,22217257E,France,Golf-Club Weigher,19160,Running,-,30.0,0.0
912,Larsen,Noah,M,1.79,53.34,54905689I,Saudi Arabia,Quilt Stuffer,26168,Cooking,-,15.0,0.0
913,Blackwell,Joshua,M,1.85,75.07,N5540583C,Latvia,"Channeler, Insole",14526,Volunteer Work,-,46.0,1.0
914,Bentley,Sandra,F,1.44,47.23,O3736800K,Luxembourg,"Nurse, Private Duty",52077,Golf,-,31.0,1.0
915,Webster,Robert,M,1.69,88.77,07393924Z,Slovenia,Seamless-Tube Roller,19296,Relaxing,-,43.0,1.0
916,Gardner,Katherine,F,1.46,43.21,V3389332U,Portugal,"Inspector, Floor",216902,Entertaining,Jaguar,37.0,0.0
917,Simon,Charles,M,1.94,64.67,40200914N,Bulgaria,Paraffin-Plant-Sweater Operator,19010,Housework,-,28.0,0.0
918,Powell,Terry,M,1.82,65.65,61305771Q,Italy,Street-Light Cleaner,72546,Golf,Audi,33.0,1.0
919,Beard,Bradley,M,1.62,65.51,13386931E,Germany,"Supervisor, Reactor Fueling",18435,Sewing,-,15.0,0.0
920,Evans,Jesse,M,1.72,69.52,C9517684L,France,"Police Captain, Precinct",98571,Playing Cards,-,17.0,2.0
921,Fry,Kevin,M,1.94,71.55,43555917X,Slovenia,Print-Line Feeder,27843,Boating,-,43.0,2.0
922,Burks,Bobby,M,1.94,56.57,Y4197386T,Lithuania,Nurse Practitioner,41237,Cooking,Citroen,16.0,0.0
923,Dean,Stephen,M,1.84,69.73,15578203D,Spain,"Quarry Supervisor, Open Pit",29523,Walking,-,30.0,1.0
924,Stewart,Virginia,F,1.69,52.11,C7740807F,Netherlands,Systems Analyst,6507,Hunting,-,32.0,1.0
925,Buckley,Mark,M,1.94,68.62,39098932P,Ireland,Microcomputer Support Specialist,14240,Computer Games,-,36.0,0.0
926,Cameron,Albert,M,1.63,59.7,O1037599U,Brazil,Fluid-Power Mechanic,57021,Socializing,Lexus,26.0,1.0
927,Wooten,Sara,F,1.39,57.53,U2048621G,Greece,Buckle-Strap-Drum Operator,14547,Housework,-,36.0,0.0
928,Serrano,Kayla,F,1.7,43.46,Q3122227F,Argentina,"Irrigator, Gravity Flow",17053,Motorcycling,-,36.0,1.0
929,Potts,Sean,M,1.94,48.36,46022344K,Belgium,Director Of Institutional Research,56046,Crafts,-,26.0,0.0
930,Macias,Theresa,F,1.82,43.01,54342853B,Romania,Sewing-Machine Repairer,25039,Gardening,-,35.0,0.0
931,Baxter,Noah,M,1.71,70.26,A8344823V,Slovenia,"Supervisor, Rag Room",8308,Exercise,-,28.0,0.0
932,Armstrong,Amy,F,1.63,51.14,56123854J,Hungary,Electric-Motor Assembler And Tester,191407,Beach,Bentley,34.0,1.0
933,Duffy,Christina,F,1.68,39.32,M3395518X,United Kingdom,Pad-Extractor Tender,35561,Playing Music,-,18.0,0.0
934,Valentine,Eric,M,1.69,58.63,23497220A,Australia,Checker,21291,Shopping,-,35.0,1.0
935,Gibbs,Bruce,M,1.94,61.9,E1365588I,Germany,"Supervisor, Instrument Maintenance",43329,Family Time,-,24.0,1.0
936,Nguyen,Zachary,M,1.94,54.22,A5977255U,Vietnam,"Supervisor, Last-Model Department",13176,Relaxing,-,23.0,1.0
937,Burton,David,M,1.8,68.87,D2276073Z,Canada,Defective-Cigarette Slitter,10442,Hunting,-,38.0,0.0
938,Bradford,Janice,F,1.41,39.32,W8401089I,Slovenia,Crown-Wheel Assembler,76714,Dancing,Nissan,30.0,0.0
939,Ferguson,Jerry,M,1.7,56.05,70135972O,South Africa,Save-All Operator,6485,Writing,-,15.0,0.0
940,Goodwin,Barbara,F,1.41,40.55,30878358E,South Korea,"Detailer, School Photographs",20652,Horseback Riding,-,31.0,0.0
941,Huber,Ryan,M,1.94,65.32,X6677270S,Turkey,Roller Operator,12455,Skiing,-,34.0,0.0
942,Mercado,Deborah,F,1.67,44.16,P5816133A,Cyprus,"Buffing-Wheel Former, Hand",12675,Walking,-,28.0,0.0
943,Washington,Lori,F,1.39,45.49,Y2736250S,Hungary,"Sorter, Agricultural Produce",88823,Running,-,30.0,0.0
944,Bowman,Joe,M,1.94,74.29,M3116428Q,Greece,Audio-Video Repairer,56095,Hiking,Geely,22.0,0.0
945,Stout,Gabriel,M,1.52,68.52,23448066T,South Korea,"Inspector, Publications",11855,Hiking,-,34.0,1.0
946,Finch,Jesse,M,1.52,55.26,W6073862R,South Korea,Laboratory Assistant,14855,Playing Cards,-,32.0,2.0
947,Benson,Thomas,M,1.73,60.23,75044844D,Romania,Screen Handler,35806,Reading,-,24.0,1.0
948,Stark,Alexis,F,1.82,46.74,Q7622921D,Saudi Arabia,Paperhanger,17702,Listening to Music,-,38.0,1.0
949,Phillips,Lauren,F,1.47,39.32,V7006567E,Ireland,"Steward/Stewardess, Third",60465,Housework,-,38.0,1.0
950,Sullivan,Ann,F,1.65,43.52,12856638S,United States of America,"Burnisher, Balance Wheel Arm",98038,Housework,-,30.0,0.0
951,Leblanc,Nancy,F,1.39,44.12,U6873402Z,South Africa,Singe Winder,15211,Walking,-,30.0,1.0
952,Weiss,Gregory,M,1.6,57.42,D1003947R,France,Coloring Checker,15307,Walking,-,20.0,0.0
953,Walls,Gloria,F,1.5,49.24,I7946919R,Estonia,Sheepskin Pickler,78981,Camping,Volkswagen,26.0,0.0
954,Ellis,Laura,F,1.47,39.84,Q9085507X,Saudi Arabia,Pocket-Machine Operator,35872,Tennis,-,23.0,0.0
955,Cantrell,Dennis,M,1.79,65.59,11439314Q,United Kingdom,"Supervisor, Cigar Making, Hand",34293,Golf,-,25.0,0.0
956,Vaughn,Albert,M,1.71,63.76,G7561338X,Russia,Dry-House Tender,31452,Listening to Music,-,30.0,1.0
957,Wilcox,Debra,F,1.45,39.32,D6128218Y,Senegal,Final Assembler,44635,Billiards,-,23.0,0.0
958,Larson,Timothy,M,1.79,52.19,E3263554W,Romania,Clarifier,17591,Entertaining,-,21.0,0.0
959,Kinney,Bradley,M,1.66,66.22,L2828950I,Malta,Tube-Machine-Operator Helper,11734,Sewing,-,15.0,1.0
960,Hickman,Donna,F,1.46,39.32,Z1381693E,Bulgaria,"Final Inspector, Paper",23444,Painting,-,36.0,1.0
961,Hickman,Amy,F,1.39,41.47,W1003182A,Germany,Machine Setter,103284,Motorcycling,-,34.0,1.0
962,Bauer,Donald,M,1.74,65.16,Z1236042J,Luxembourg,"Guard, Immigration",25914,Computer Games,-,20.0,0.0
963,Tran,Ryan,M,1.91,48.36,47065088B,Turkey,Double,182268,Working on Cars,Saab,23.0,0.0
964,Camacho,Amber,F,1.48,45.09,V8745943T,Sweden,Grip Wrapper,122906,Bowling,-,34.0,2.0
965,Lara,Natalie,F,1.79,52.48,R2309580W,Argentina,Irrigation Engineer,185948,Sleeping,Cadillac,21.0,0.0
966,Wells,Jordan,M,1.83,48.36,52936494X,France,Seed Analyst,26212,Sewing,-,31.0,2.0
967,Roberts,Hannah,F,1.61,40.32,06265036J,Germany,Line-Erector Apprentice,116317,Exercise,-,32.0,1.0
968,Nunez,John,M,1.94,48.36,T0368007R,Vietnam,"Supervisor, Janitorial Services",31677,Listening to Music,-,37.0,1.0
969,Hampton,Julie,F,1.56,39.32,W8932541N,Senegal,Product-Safety Engineer,44052,Camping,-,47.0,1.0
970,Tucker,Brenda,F,1.82,46.39,T9284740N,Bulgaria,Greenskeeper I,33087,Horseback Riding,-,42.0,1.0
971,Hodge,Pamela,F,1.82,42.96,68866328S,Turkey,Calibration Laboratory Technician,56900,Relaxing,-,20.0,1.0
972,Rocha,Shirley,F,1.51,47.14,28673881U,India,Polysilicon Preparation Worker,57850,Watching Sports,-,30.0,0.0
973,Lott,Samuel,M,1.84,59.47,E0297690Y,France,Recovery Operator,16614,Cooking,-,33.0,0.0
974,Donovan,Daniel,M,1.87,66.23,W0786033B,Chile,File Clerk Ii,28336,Boating,-,30.0,1.0
975,Cardenas,Karen,F,1.64,39.32,11699853G,South Africa,"Supervisor, Winding And Twisting Department",20647,Motorcycling,-,26.0,0.0
976,Mathews,Lauren,F,1.8,43.38,C0333127P,Denmark,Playwright,48722,Watching TV,Buick,31.0,1.0
977,Hinton,Ruth,F,1.63,51.27,02960667W,Germany,"Boner, Meat",26818,Playing Cards,-,30.0,0.0
978,Henderson,Margaret,F,1.39,48.15,30952521P,Russia,Illustrator,86655,Swimming,-,30.0,2.0
979,Bradshaw,Jesse,M,1.86,65.69,A7461509W,Bulgaria,"Boring-Mill Set-Up Operator, Horizontal",91340,Working on Cars,Tesla,27.0,1.0
980,Macdonald,Ruth,F,1.45,42.75,B1335166Z,Austria,Odd Bundle Worker,49723,Crafts,Citroen,28.0,0.0
981,Pugh,Willie,M,1.69,59.92,Z0969559C,Czechia,Dust-Collector Attendant,65270,Relaxing,Aston Martin,31.0,0.0
982,Jacobson,Doris,F,1.42,44.79,T3699718F,South Africa,Splash-Line Operator,94262,Housework,-,30.0,1.0
983,Holmes,Alan,M,1.67,68.05,L8342712P,Germany,"Dietitian, Clinical",82236,Exercise,-,27.0,2.0
984,Stone,Jeffrey,M,1.77,48.36,73076332J,Indonesia,Spring Coiling Machine Setter,14783,Motorcycling,-,22.0,2.0
985,Holcomb,Dorothy,F,1.76,41.02,Y3960387C,Senegal,Mixing-Machine Operator,19857,Entertaining,-,32.0,1.0
986,Booker,Christopher,M,1.93,51.67,40097417L,Czechia,Back Tufter,39990,Running,-,23.0,0.0
987,Guerra,Larry,M,1.94,68.15,R6816919N,Belgium,Clarifier Operator,63714,Eating Out,-,30.0,0.0
988,Mann,Aaron,M,1.68,67.06,11476852U,Denmark,Lever Miller,61150,Sleeping,Chrysler,31.0,2.0
989,Pickett,John,M,1.7,49.4,71482509W,Cyprus,Focuser,123431,Socializing,-,29.0,1.0
990,Rodriguez,Steven,M,1.68,63.42,R5027755Q,Russia,Gold Reclaimer,40532,Walking,-,27.0,0.0
991,Vaughan,Terry,M,1.7,48.36,D6163621G,Netherlands,"Supervisor, Wet End",40318,Skiing,Volvo,33.0,0.0
992,Heath,Kathleen,F,1.71,40.05,F9349157I,Ireland,Electronics-Mechanic Apprentice,15973,Watching Sports,-,41.0,1.0
993,Mckinney,Jerry,M,1.65,49.47,35261317M,Brazil,Wire Threader,25270,Going to Movies,-,28.0,0.0
994,Morse,Abigail,F,1.7,45.57,08073203K,Russia,Personnel Quality Assurance Auditor,73887,Watching TV,-,31.0,0.0
995,Cameron,Mark,M,1.68,48.36,18310737O,Estonia,Magistrate,41983,Housework,-,48.0,1.0
996,Washington,Brian,M,1.64,48.36,D2128701G,Italy,Custom-Leather-Products Maker,57429,Socializing,-,17.0,0.0
997,Noble,Samuel,M,1.82,48.36,78335767Q,Latvia,"Spotter, Photographic",113973,Bowling,Lamborghini,28.0,0.0
998,Robinson,Russell,M,1.76,57.4,R6800649H,Germany,"Police Officer, Safety Instruction",13338,Billiards,-,26.0,0.0
999,Dyer,Carl,M,1.82,66.32,G5890594R,Senegal,"Pourer, Metal",40169,Running,Chrysler,35.0,0.0
1000,Gallegos,Judith,F,1.8,52.61,C1810924A,Lithuania,Metal-Control Coordinator,20612,Exercise,-,35.0,0.0
